ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment,Reyco Category Slug
Class|T",8,"The 2026 Trailer X in this size sells most often to cottage-country customers who do their own equipment swaps every season. Most of the buyers are running properties around Goulais River, up toward Heyden, or out on the islands, and they have been borrowing or renting a trailer until they finally bought one. We stock the Trailer line — not authorised — but the build holds up to what the customers in this size class need. Honest sales-floor take: do not size up unless you have a specific load that calls for it. The everyday hauler is what works for everyday work. Stop in and walk around it before deciding — that is where the right answer comes from.",34477,0,0,2REA2S7A4T216182,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34477,""DateGathered"":""2026-04-23T19:42:47.963"",""lastupdatedate"":""2026-04-13T20:16:24.091"",""StockNumber"":""34477"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A4T216182"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.572"",""InvoiceAmt"":0,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34471,""DateReceived"":""2026-02-27T23:03:47.572"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":0,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":0,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":0,""totalCost"":0}",2026-04-23 15:43:04,,,trailers
489,simple,,,2025 Trailer X — Property-Cleanup Utility Trailer,1,0,visible,"2025 utility trailer in stock at White Oak Drive. The dependable hauler for property cleanup, gear runs, and weekend camp logistics.","<p>The 2025 Trailer X on Reyco's floor is the kind of utility trailer that fits the customer who needs a working tool, not a hobby piece. Property cleanup runs, gear hauling between camps, and the weekend logistics when the truck bed is already loaded with something else — that is what this trailer is for. Available now at White Oak Drive.</p><p>Reyco stocks the Trailer line at the front of the property. We are not the authorised dealer for this brand; we keep them in stock because the customers shopping at the front of the building also need the way to move what they buy. A trailer in stock is more useful than a trailer that requires a separate sourcing trip somewhere else.</p><p>The buyers Kory tends to write this size up for are the working middle — property owners around Bruce Mines, customers maintaining family camps off the Trans-Canada toward Iron Bridge, and small-business owners who do their own equipment moves rather than contracting them out. It is the size class that earns its keep on the small jobs done frequently — not the heavy contractor jobs, but the weekend property work that adds up over a season.</p><p>Trailers are a tool best sized in person. Drop in to 11 White Oak Drive East to walk around it, or call 705-253-7828 to confirm availability. Lynn at the parts counter and Ron in parts can talk through the accessories — tie-downs, ramps, lighting — that finish out the rig once you have the trailer itself spec'd.</p><p>Common accessory adds: locking hitch couplers, basic LED lighting kits, replacement tie-down anchors, and ramp-grade traction strips. Lynn manages the orders. Stop in to White Oak Drive on a weekday — easier to size against your tow setup with the trailer right in front of you.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-10.png,,,,,,,,,0,Trailer,34527,2025,new,in_stock,"Make|Trailer
Model|X
Year|2025
Type|Trailer
Class|T",8,"The 2025 Trailer X in this size is the working customer's trailer — sold most often to property owners and weekend camp guys around the Sault. Most of the buyers I have written up are running mid-size rural properties or hunt camps, and they wanted a trailer they could keep at the property year-round instead of relocating one every weekend. We stock the line — not authorised here — but it holds up to the working use customers expect. Honest sales-floor read: a utility trailer is the kind of purchase that makes sense when you stop counting how many times a year you have borrowed one. Drop in and walk around it on the lot before deciding.",34527,0,0,2REA2S7A5S2158650,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34527,""DateGathered"":""2026-04-22T02:29:50.864"",""lastupdatedate"":""2026-04-16T14:28:50.895"",""StockNumber"":""34527"",""NewUsed"":""N"",""ModelYear"":2025,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A5S2158650"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.713"",""InvoiceAmt"":3336.98000000000001818989403545856475830078125,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34521,""DateReceived"":""2026-02-27T23:03:47.713"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":2869.8000000000001818989403545856475830078125,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":2869.8000000000001818989403545856475830078125,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":3336.98000000000001818989403545856475830078125,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":3336.98000000000001818989403545856475830078125,""totalCost"":3336.98000000000001818989403545856475830078125}",2026-04-21 22:30:09,,,trailers
509,simple,,,2024 Easy Hauler AL-1610B-YC Trailer,1,0,visible,2024 Easy Hauler trailer on the floor. Built for quad and small-equipment moves — the kind of trailer that earns its keep on every weekend run.,"<p>The 2024 Easy Hauler AL-1610B-YC is on Reyco's floor for the customer ready to commit to a working trailer. Right-sized for quad moves, small-equipment hauling, and the everyday weekend runs where having your own trailer in the driveway is the difference between getting the job done and rescheduling. Easy Hauler builds these for that kind of work; we stock them at the front of our lot for the same reason.</p><p>Reyco stocks the Easy Hauler catalogue at White Oak Drive. We are not the authorised Easy Hauler dealer — that is a different relationship — but we keep them on the floor because the customers buying quads, sleds, and small engines from us also need the way to move them. Having the trailer right out front means a complete setup walks out of the same dealership.</p><p>The customer profile for this trailer is the everyday rural buyer. Quad owners running their machine to and from camp every weekend, small-equipment owners moving lawn tractors or compact gear between properties, and the buyer who finally decided that not owning a trailer was the bottleneck on every weekend project. Easy Hauler builds them in the size class that fits the way most working customers actually use a trailer — not the heavy-end contractor specs, the everyday-tool specs.</p><p>Easier to size a trailer to your tow setup in person. Drop in to 11 White Oak Drive East to walk around it, or call 705-253-7828 to ask whether this VIN is still on the floor. Lynn manages the parts counter; she and Ron can talk through tie-downs, lock kits, and the accessories that complete the rig.</p><p>Common accessory adds on Easy Hauler quad trailers: replacement-grade tie-down anchors, ramp-grade anti-slip strips, and basic LED lighting kits. Lynn manages parts orders. Stop in any weekday — easier to size against your quad and tow setup with the trailer in front of you.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/31741781-4.jpg,,,,,,,,,0,Easy Hauler,302,2024,new,in_stock,"Make|Easy Hauler
Model|AL-1610B-YC
Year|2024
Type|Trailer
Class|T",8,"The 2024 Easy Hauler in this size is the trailer I sell to quad owners and small-equipment movers around the Sault. Most of the buyers are running camps off the highways toward Bruce Mines or Searchmont, and they have been getting by with a buddy's trailer until they decided to own one. Easy Hauler is not a brand we are authorised to service — we stock the catalogue at the front of the lot — but the build holds up to the working use the size is meant for. Honest sales-floor read: this is a buy-once, use-for-years tool. Pick the deck size that matches your most frequent load and stop worrying about it. Drop in and we can size it against your tow setup in the lot.",54204,1320,1320,2SPBBSB17PN072082,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":54204,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-03-20T18:10:53.890"",""StockNumber"":""302"",""NewUsed"":""N"",""ModelYear"":2024,""Make"":""Easy Hauler"",""Model"":""AL-1610B-YC"",""VIN"":""2SPBBSB17PN072082"",""Class"":""T"",""CodeName"":""1000# BUNK TRAILER 480 X 12B E-COAT BLACK"",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-03-11T00:00:00.000"",""InvoiceAmt"":1057.5,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":1320,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":1320,""OnHold"":"""",""PackageId"":0,""DateReceived"":""2026-03-11T00:00:00.000"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":1320,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":1057.5,""originaldate"":""2026-03-11T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":1057.5,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":1057.5,""Manufacturerlistprice"":1320,""Dealerlistprice"":1320,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":1320,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Easy Hauler Trailer"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":1057.5,""totalCost"":1057.5}",2026-04-23 15:43:05,,,trailers
510,simple,,,2026 Trailer X — Lumber-Hauling Utility Trailer,1,0,visible,"2026 utility trailer stocked at Reyco. Sized for hauling lumber, building materials, and the spring shop overflow.","<p>The 2026 Trailer X on Reyco's floor is the kind of utility trailer that finds its work in the side projects — the lumber run for the deck repair, the building-material haul for the shed expansion, the spring overflow when the shop bench has sprouted projects through the winter. Stocked at White Oak Drive, available now for the customer ready to bring one home.</p><p>Reyco stocks the Trailer line at the front of the property. We are not an authorised dealer for this brand — we keep them on the lot because the customers shopping equipment from us also need the way to move what they bring home. It is the simple practicality of stocking what the customer's day actually requires.</p><p>The buyer profile for this size lands on the customer who has been planning the spring project list for months. Property owners around Echo Bay or up the highlands toward Heyden, hobby builders running side workshops, weekend handymen with multi-stage projects on properties around the Sault. It is not a contractor trailer; it is the size class that handles the building-material side of self-sufficient property ownership without requiring a heavier-duty rig.</p><p>Drop in to 11 White Oak Drive East to walk around it — sizing matters more than spec sheets when the question is whether your tow vehicle is happy with the rig. 705-253-7828 to ask about current availability. Lynn and Ron at the parts counter can talk through tie-downs, ramp options, and the small accessories that round out the build.</p><p>Accessory adds worth thinking about: trailer locks, locking hitch couplers, replacement tie-down rings, and an LED lighting upgrade if you are towing in low light. Lynn handles the orders. Worth a walk-around in the lot before deciding — sizing matters more than spec sheets when the question is whether your tow vehicle is happy with the rig.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-6.png,,,,,,,,,0,Trailer,34422,2026,new,in_stock,"Make|Trailer
Model|X
Year|2026
Type|Trailer
